"CountryCode","SeriesCode","DESCRIPTION",
"TTO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TUN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TUN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUN","IT.NET.USER.ZS","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TUR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TUR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUR","IT.NET.USER.ZS","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TUR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TUR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TUV","IT.NET.USER.ZS","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TZA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TZA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TZA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TZA","IT.NET.USER.ZS","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TZA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TZA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TZA","SP.POP.65UP.TO.ZS","Including Zanzibar.",
"UGA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"UGA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"UGA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"UGA","IT.NET.USER.ZS","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"UGA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"UGA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"UKR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"UKR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"UKR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"UKR","IT.NET.USER.ZS","State Department of Communications & Information Technology.",
"UKR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"UKR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"UKR","SP.DYN.TFRT.IN","Data source: State Statistics Committee of Ukraine",
"UMC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"UMC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"URY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"URY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"URY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"URY","IT.NET.USER.ZS","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"URY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"URY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"USA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"USA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"USA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"USA","IT.NET.USER.ZS","Federal Communications Commission (FCC).",
"USA","SG.GEN.PARL.ZS","The total refers to all voting members of the House.",
"USA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"USA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"USA","SP.DYN.TFRT.IN","Data source: National Center for Health Statistics",
"UZB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"UZB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"UZB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"UZB","IT.NET.USER.ZS","Communication and Information Agency of Uzbekistan.",
"UZB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"UZB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"UZB","SP.DYN.TFRT.IN","Data source: State Committee of the Republic of Uzbekistan on Statistics, TransMONEE, United Nations World Population Prospects",
"VCT","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"VCT","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"VCT","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"VCT","IT.NET.USER.ZS","Cable & Wireless (West Indies) Ltd. (C&W). National Telecommunications Regulatory Comission.",
"VCT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"VCT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"VCT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"VEN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"VEN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"VEN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"VEN","IT.NET.USER.ZS","Comisión Nacional de Telecomunicaciones (CONATEL).",
"VEN","SG.GEN.PARL.ZS","On 25 August 1999, the Constituent Assembly elected on 25 July adopted a dercree putting the bicameral Congress on indefinite recess",
"VEN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"VEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"VEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"VNM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"VNM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"VNM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"VNM","IT.NET.USER.ZS","Vietnam Post & Telecommunications Corp. (VNPT). From 2004. Ministry of Posts and Telematics (MPT).",
"VNM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"VNM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"VNM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"VUT","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"VUT","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"VUT","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"VUT","IT.NET.USER.ZS","Telecom Vanuatu Limited. Office of the Vanuatu Telecom Regulator.",
"VUT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"VUT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"VUT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"WLD","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"WLD","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"WSM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"WSM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"WSM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"WSM","IT.NET.USER.ZS","Samoa Communications Ltd.. Ministry of Communications and Information Technology.",
"WSM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"WSM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"WSM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"YEM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"YEM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"YEM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"YEM","IT.NET.USER.ZS","Yemen International Telecommunications Company. From 2000-2002: Ministry of Communications. From 2003: Ministry of Telecommunications and Information Technology.",
"YEM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"YEM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"YEM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ZAF","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ZAF","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ZAF","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ZAF","IT.NET.USER.ZS","Telkom SA Limited (Telkom). From 2001: Independent Communications Authority of South Africa (ICASA).",
"ZAF","SG.GEN.PARL.ZS","The figures for 1999-2017 on the distribution of seats do not include the 36 special rotating delegates appointed on an ad hoc basis, and all percentages given are therefore calculated on the basis of the 54 permanent seats.",
"ZAF","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ZAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ZAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ZMB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ZMB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ZMB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ZMB","IT.NET.USER.ZS","Zambia Telecommunications Company Limited (Zamtel). From 2002: Communications Authority.",
"ZMB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ZMB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ZMB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ZWE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ZWE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ZWE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ZWE","IT.NET.USER.ZS","TelOne. From 2002: Post and Telecommunications Regulatory Authority (POTRAZ).",
"ZWE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ZWE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ZWE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
